ncbi_taxid,ncbi_tax_name,ncbi_genus_id,ncbi_genus_name,ncbi_family_id,ncbi_family_name
2597401,Dasineura copacabanensis,240745,Dasineura,33406,Cecidomyiidae
2597539,Dasineura sp. Dassp104,240745,Dasineura,33406,Cecidomyiidae
2597403,Dasineura miki,240745,Dasineura,33406,Cecidomyiidae
2597402,Dasineura crataegi,240745,Dasineura,33406,Cecidomyiidae
2510977,Dasineura asteriae,240745,Dasineura,33406,Cecidomyiidae
470180,Lasioptera arundinis,201413,Lasioptera,33406,Cecidomyiidae
1588142,Lasioptera rubi,201413,Lasioptera,33406,Cecidomyiidae
201414,Lasioptera foeniculi,201413,Lasioptera,33406,Cecidomyiidae
1678855,Lasioptera carophila,201413,Lasioptera,33406,Cecidomyiidae
2597543,Lasioptera sp. Lassp136,201413,Lasioptera,33406,Cecidomyiidae
2597496,Piceacecis abietiperda,2597495,Piceacecis,33406,Cecidomyiidae
1819782,Aprionus brachypterus,1819779,Aprionus,33406,Cecidomyiidae
2338568,Aprionus spiniger,1819779,Aprionus,33406,Cecidomyiidae
1819786,Aprionus subbetulae,1819779,Aprionus,33406,Cecidomyiidae
1819783,Aprionus carinatus,1819779,Aprionus,33406,Cecidomyiidae
1819785,Aprionus flavidus,1819779,Aprionus,33406,Cecidomyiidae
2484600,Peromyia curta,1914937,Peromyia,33406,Cecidomyiidae
2484594,Peromyia brevispina,1914937,Peromyia,33406,Cecidomyiidae
2484607,Peromyia impexa,1914937,Peromyia,33406,Cecidomyiidae
2892116,Winnertzia sp. DIPT-JS-2016-0585,2338641,Winnertzia,33406,Cecidomyiidae
2890776,Winnertzia graduata,2338641,Winnertzia,33406,Cecidomyiidae
2338643,Winnertzia nigripennis,2338641,Winnertzia,33406,Cecidomyiidae
2338642,Winnertzia globifera,2338641,Winnertzia,33406,Cecidomyiidae
34691,Anopheles quadriannulatus,7164,Anopheles,7157,Culicidae
2800455,Bradysia sp.,35571,Bradysia,7184,Sciaridae
1817615,Bradysia strenua,35571,Bradysia,7184,Sciaridae
1520295,Bradysia distincta,35571,Bradysia,7184,Sciaridae
1260821,Bradysia atracornea,35571,Bradysia,7184,Sciaridae
1260816,Bradysia chlorocornea,35571,Bradysia,7184,Sciaridae
1260814,Bradysia trispinifera,35571,Bradysia,7184,Sciaridae
1260808,Bradysia aprica,35571,Bradysia,7184,Sciaridae
1068925,Bradysia longimentula,35571,Bradysia,7184,Sciaridae
560708,Bradysia amoena,35571,Bradysia,7184,Sciaridae
335710,Bradysia impatiens,35571,Bradysia,7184,Sciaridae
38358,Bradysia coprophila,35571,Bradysia,7184,Sciaridae
35572,Bradysia hygida,35571,Bradysia,7184,Sciaridae
41810,Chironomus (Camptochironomus) sp. JP-1996,7150,Chironomus,7149,Chironomidae
7153,Chironomus tentans,7150,Chironomus,7149,Chironomidae
7151,Chironomus pallidivittatus,7150,Chironomus,7149,Chironomidae
2331480,Mochlonyx sp. MMADL036-09,1577622,Mochlonyx,41811,Chaoboridae
2331482,Mochlonyx sp. MMADL038-09,1577622,Mochlonyx,41811,Chaoboridae
2331478,Mochlonyx sp. MMADL024-09,1577622,Mochlonyx,41811,Chaoboridae
204565,Chaoborus americanus,41812,Chaoborus,41811,Chaoboridae
204567,Chaoborus trivitattus,41812,Chaoborus,41811,Chaoboridae
2324932,Chaoborus sp. MMADL042-09,41812,Chaoborus,41811,Chaoboridae
2324928,Chaoborus sp. KSCLC006-09,41812,Chaoborus,41811,Chaoboridae
2324930,Chaoborus sp. KSCLC089-09,41812,Chaoborus,41811,Chaoboridae
891478,Austrothaumalea sp. 1 SRM-2010,1085085,Austrothaumalea,41814,Thaumaleidae
1758344,Thaumalea bezzii,61068,Thaumalea,41814,Thaumaleidae
61069,Thaumalea gillespieae,61068,Thaumalea,41814,Thaumaleidae
1758350,Thaumalea testacea,61068,Thaumalea,41814,Thaumaleidae
41816,Androprosopa larvata,41815,Androprosopa,41814,Thaumaleidae
560705,Androprosopa americana,41815,Androprosopa,41814,Thaumaleidae
2510297,Culicoides arboricola,41820,Culicoides,41819,Ceratopogonidae
177091,Culicoides albicans,41820,Culicoides,41819,Ceratopogonidae
1890934,Culicoides stellifer,41820,Culicoides,41819,Ceratopogonidae
1337725,Culicoides occidentalis,41820,Culicoides,41819,Ceratopogonidae
309033,Culicoides parroti,41820,Culicoides,41819,Ceratopogonidae
179676,Culicoides sonorensis,41820,Culicoides,41819,Ceratopogonidae
469756,Culicoides nipponensis,41820,Culicoides,41819,Ceratopogonidae
177094,Culicoides impunctatus,41820,Culicoides,41819,Ceratopogonidae
469750,Culicoides maculatus,41820,Culicoides,41819,Ceratopogonidae
375138,Culicoides chiopterus,41820,Culicoides,41819,Ceratopogonidae
88399,Culicoides imicola,41820,Culicoides,41819,Ceratopogonidae
560710,Dixa submaculata,79309,Dixa,41824,Dixidae
79310,Dixa sp.,79309,Dixa,41824,Dixidae
1148482,Pericoma blandula,1148481,Pericoma,7197,Psychodidae
1148483,Pericoma rivularis,1148481,Pericoma,7197,Psychodidae
1160992,Pericoma exquisita,1148481,Pericoma,7197,Psychodidae
1144739,Maruina lanceolata,1144738,Maruina,7197,Psychodidae
85120,Clogmia albipunctata,85119,Clogmia,7197,Psychodidae
209690,Psychoda sp. ATB-2002,7201,Psychoda,7197,Psychodidae
1160997,Psychoda mycophila,7201,Psychoda,7197,Psychodidae
1160993,Psychoda crassipenis,7201,Psychoda,7197,Psychodidae
1148476,Psychoda albipennis,7201,Psychoda,7197,Psychodidae
1132397,Psychoda grisescens,7201,Psychoda,7197,Psychodidae
7202,Psychoda cinerea,7201,Psychoda,7197,Psychodidae
2890471,Berkshiria hungarica,2061012,Berkshiria,34687,Stratiomyidae
2061013,Berkshiria albistylum,2061012,Berkshiria,34687,Stratiomyidae
2882454,Neopachygaster meromelas,1692469,Neopachygaster,34687,Stratiomyidae
1692470,Neopachygaster reniformis,1692469,Neopachygaster,34687,Stratiomyidae
343709,Pachygaster montana,124321,Pachygaster,34687,Stratiomyidae
305543,Pachygaster atra,124321,Pachygaster,34687,Stratiomyidae
946357,Pachygaster piriventris,124321,Pachygaster,34687,Stratiomyidae
124322,Pachygaster leachii,124321,Pachygaster,34687,Stratiomyidae
1891526,Zabrachia sp. NW1,1891525,Zabrachia,34687,Stratiomyidae
2173710,Zabrachia sp. CCDB-31122-G06,1891525,Zabrachia,34687,Stratiomyidae
343672,Chloromyia formosa,343649,Chloromyia,34687,Stratiomyidae
1690356,Sargus decorus,343647,Sargus,34687,Stratiomyidae
1053779,Ptecticus trivittatus,343648,Ptecticus,34687,Stratiomyidae
446505,Oplodontha viridula,446504,Oplodontha,34687,Stratiomyidae
1890614,Odontomyia virgo,343652,Odontomyia,34687,Stratiomyidae
2339989,Odontomyia nigerrima,343652,Odontomyia,34687,Stratiomyidae
343659,Odontomyia occidentalis,343652,Odontomyia,34687,Stratiomyidae
931484,Odontomyia flavissima,343652,Odontomyia,34687,Stratiomyidae
931483,Odontomyia cyanea,343652,Odontomyia,34687,Stratiomyidae
2176054,Stratiomys normula,219520,Stratiomys,34687,Stratiomyidae
2061008,Stratiomys barbata,219520,Stratiomys,34687,Stratiomyidae
2340068,Stratiomys badia,219520,Stratiomys,34687,Stratiomyidae
343717,Stratiomys laticeps,219520,Stratiomys,34687,Stratiomyidae
931489,Stratiomys longicornis,219520,Stratiomys,34687,Stratiomyidae
931491,Stratiomys ruficornis,219520,Stratiomys,34687,Stratiomyidae
931490,Stratiomys potamida,219520,Stratiomys,34687,Stratiomyidae
1891106,Oxycera centralis,860348,Oxycera,34687,Stratiomyidae
1890616,Oxycera albovittata,860348,Oxycera,34687,Stratiomyidae
931487,Oxycera trilineata,860348,Oxycera,34687,Stratiomyidae
931485,Oxycera marginata,860348,Oxycera,34687,Stratiomyidae
860349,Oxycera pardalina,860348,Oxycera,34687,Stratiomyidae
343691,Hermetia illucens,343581,Hermetia,34687,Stratiomyidae
343692,Hermetia melanderi,343581,Hermetia,34687,Stratiomyidae
2680731,Nemotelus kansensis,343582,Nemotelus,34687,Stratiomyidae
2554104,Nemotelus sp. CFWIE853-10,343582,Nemotelus,34687,Stratiomyidae
2331701,Nemotelus sp. BBDIP375-09,343582,Nemotelus,34687,Stratiomyidae
343702,Nemotelus sp. CB0506,343582,Nemotelus,34687,Stratiomyidae
343701,Nemotelus sp. CB0430,343582,Nemotelus,34687,Stratiomyidae
343700,Nemotelus nigrinus,343582,Nemotelus,34687,Stratiomyidae
931496,Nemotelus cingulatus,343582,Nemotelus,34687,Stratiomyidae
2025112,Atherix ibis,124299,Atherix,92611,Athericidae
2663502,Atherix sp. CAK253,124299,Atherix,92611,Athericidae
2663500,Atherix sp. CAK227,124299,Atherix,92611,Athericidae
124300,Atherix variegata,124299,Atherix,92611,Athericidae
1334853,Atherix marginata,124299,Atherix,92611,Athericidae
1262319,Oreoleptis torrenticola,1262318,Oreoleptis,1262364,Oreoleptidae
2173270,Glutops melanderi,124309,Glutops,92610,Pelecorhynchidae
124310,Glutops rossi,124309,Glutops,92610,Pelecorhynchidae
1262238,Glutops singularis,124309,Glutops,92610,Pelecorhynchidae
2882845,Spania nigra,1559498,Spania,92609,Rhagionidae
124329,Rhagio mystaceus,124327,Rhagio,92609,Rhagionidae
2484562,Rhagio scolopaceus,124327,Rhagio,92609,Rhagionidae
2680907,Ptiolina obscura,124325,Ptiolina,92609,Rhagionidae
2334102,Ptiolina sp. JWDCG619-10,124325,Ptiolina,92609,Rhagionidae
2334101,Ptiolina sp. JWDCG618-10,124325,Ptiolina,92609,Rhagionidae
124326,Ptiolina fasciata,124325,Ptiolina,92609,Rhagionidae
219497,Chrysopilus sp. SLB-2003,124301,Chrysopilus,92609,Rhagionidae
2448981,Chrysopilus sp. 1 DS-2018,124301,Chrysopilus,92609,Rhagionidae
124302,Chrysopilus quadratus,124301,Chrysopilus,92609,Rhagionidae
1547413,Apatolestes sp. 2 BKC-2014,428062,Apatolestes,7205,Tabanidae
1547353,Esenbeckia lugubris,124297,Esenbeckia,7205,Tabanidae
1334873,Esenbeckia prasiniventris,124297,Esenbeckia,7205,Tabanidae
1547422,Esenbeckia (Ricardoa) sp. 3 (MEX),124297,Esenbeckia,7205,Tabanidae
1334872,Esenbeckia delta,124297,Esenbeckia,7205,Tabanidae
124298,Esenbeckia fascipennis,124297,Esenbeckia,7205,Tabanidae
1334952,Esenbeckia (Ricardoa) sp. BDL-2013,124297,Esenbeckia,7205,Tabanidae
1334908,Fidena flavipennis,1334907,Fidena,7205,Tabanidae
1334944,Fidena nr. pallidula BDL-2013,1334907,Fidena,7205,Tabanidae
1334910,Fidena rhinophora,1334907,Fidena,7205,Tabanidae
1334953,Fidena (Fidena) sp. BDL-2013,1334907,Fidena,7205,Tabanidae
1334874,Goniops chrysocoma,428065,Goniops,7205,Tabanidae
1812703,Atylotus miser,1310336,Atylotus,7205,Tabanidae
1310337,Atylotus horvathi,1310336,Atylotus,7205,Tabanidae
1525393,Atylotus agrestis,1310336,Atylotus,7205,Tabanidae
1562021,Hybomitra frontalis,124690,Hybomitra,7205,Tabanidae
2908781,Hybomitra sp.,124690,Hybomitra,7205,Tabanidae
2926595,Hybomitra astur,124690,Hybomitra,7205,Tabanidae
692535,Tabanus nigrovittatus,7206,Tabanus,7205,Tabanidae
1547411,Tabanus superjumentarius,7206,Tabanus,7205,Tabanidae
1547405,Tabanus caduceus,7206,Tabanus,7205,Tabanidae
415263,Tabanus biguttatus,7206,Tabanus,7205,Tabanidae
1547407,Tabanus leucostomus,7206,Tabanus,7205,Tabanidae
1547403,Tabanus abdominalis,7206,Tabanus,7205,Tabanidae
2734866,Tabanus rufidens,7206,Tabanus,7205,Tabanidae
124332,Tabanus rufofrater,7206,Tabanus,7205,Tabanidae
632608,Tabanus pleskei,7206,Tabanus,7205,Tabanidae
2734864,Tabanus chrysurus,7206,Tabanus,7205,Tabanidae
1547387,Bolbodimyia brunneipennis,1547386,Bolbodimyia,7205,Tabanidae
1969941,Leucotabanus exaestuans,1969939,Leucotabanus,7205,Tabanidae
1969940,Leucotabanus albovarius,1969939,Leucotabanus,7205,Tabanidae
1969942,Leucotabanus pauculus,1969939,Leucotabanus,7205,Tabanidae
1547426,Stenotabanus (Stenotabanus) sp. 1 (MEX),1547430,Stenotabanus,7205,Tabanidae
1969929,Catachlorops overali,1547373,Catachlorops,7205,Tabanidae
1547374,Catachlorops fulmineus,1547373,Catachlorops,7205,Tabanidae
2945956,Haematopota turkestanica,124311,Haematopota,7205,Tabanidae
2926593,Haematopota antennata,124311,Haematopota,7205,Tabanidae
415246,Haematopota sp. SIM1000.1,124311,Haematopota,7205,Tabanidae
1547416,Haematopota sp. RSA 2000,124311,Haematopota,7205,Tabanidae
1547367,Haematopota singularis,124311,Haematopota,7205,Tabanidae
1547366,Haematopota rara,124311,Haematopota,7205,Tabanidae
2968937,Silvius alpinus,415257,Silvius,7205,Tabanidae
415258,Silvius gigantulus,415257,Silvius,7205,Tabanidae
1547356,Silvius variegatus,415257,Silvius,7205,Tabanidae
1547355,Silvius quadrivittatus,415257,Silvius,7205,Tabanidae
27459,Chrysops vittatus,27458,Chrysops,7205,Tabanidae
1547360,Chrysops flavidus,27458,Chrysops,7205,Tabanidae
1547359,Chrysops caecutiens,27458,Chrysops,7205,Tabanidae
1334854,Chrysops coquilletti,27458,Chrysops,7205,Tabanidae
1547361,Chrysops upsilon,27458,Chrysops,7205,Tabanidae
1547415,Chrysops sp. 20 (Peru),27458,Chrysops,7205,Tabanidae
1547347,Chrysops madagascarensis,27458,Chrysops,7205,Tabanidae
798133,Chrysops viduatus,27458,Chrysops,7205,Tabanidae
2950936,Chrysops dissectus,27458,Chrysops,7205,Tabanidae
100942,Chrysops sp.,27458,Chrysops,7205,Tabanidae
2841212,Vermileo ater,124333,Vermileo,124314,Vermileonidae
1572542,Vermileo vermileo,124333,Vermileo,124314,Vermileonidae
124334,Vermileo opacus,124333,Vermileo,124314,Vermileonidae
560724,Exeretonevra angustifrons,560723,Exeretonevra,92613,Xylophagaidae
124306,Coenomyia ferruginea,124305,Coenomyia,92613,Xylophagaidae
1720771,Xylophagus reflectens,219493,Xylophagus,92613,Xylophagaidae
2336467,Xylophagus sp. BBDED567-10,219493,Xylophagus,92613,Xylophagaidae
1857749,Nothomicrodon sp. 1 GS-2016,1857748,Nothomicrodon,34680,Syrphidae
1277258,Microdon simplex,115291,Microdon,34680,Syrphidae
1255195,Microdon robinsoni,115291,Microdon,34680,Syrphidae
1255184,Microdon auroscutatus,115291,Microdon,34680,Syrphidae
1255188,Microdon devius,115291,Microdon,34680,Syrphidae
1255200,Microdon violaceus,115291,Microdon,34680,Syrphidae
2735192,Microdon bruchi,115291,Microdon,34680,Syrphidae
226156,Microdon mutabilis,115291,Microdon,34680,Syrphidae
224237,Microdon analis,115291,Microdon,34680,Syrphidae
1825280,Blera analis,226146,Blera,34680,Syrphidae
1690313,Blera garretti,226146,Blera,34680,Syrphidae
1755195,Blera badia,226146,Blera,34680,Syrphidae
1124551,Temnostoma alternans,226164,Temnostoma,34680,Syrphidae
2022575,Syritta aenigmatopatria,34681,Syritta,34680,Syrphidae
2022576,Syritta oceanica,34681,Syritta,34680,Syrphidae
34682,Syritta pipiens,34681,Syritta,34680,Syrphidae
2929942,Brachyopa sp. CNC 565540,1637464,Brachyopa,34680,Syrphidae
1743425,Brachyopa notata,1637464,Brachyopa,34680,Syrphidae
1637465,Brachyopa testacea,1637464,Brachyopa,34680,Syrphidae
226172,Hammerschmidtia ferruginea,226171,Hammerschmidtia,34680,Syrphidae
2929948,Myolepta sp. CNC 464840,1473716,Myolepta,34680,Syrphidae
1473717,Myolepta nigra,1473716,Myolepta,34680,Syrphidae
1649315,Myolepta dubia,1473716,Myolepta,34680,Syrphidae
511114,Callicera aenea,228567,Callicera,34680,Syrphidae
1637455,Callicera aurata,228567,Callicera,34680,Syrphidae
228568,Callicera rufa,228567,Callicera,34680,Syrphidae
273404,Cheilosia melanura,173981,Cheilosia,34680,Syrphidae
376294,Cheilosia naruska,173981,Cheilosia,34680,Syrphidae
273427,Cheilosia laticornis,173981,Cheilosia,34680,Syrphidae
2217854,Cheilosia josankeiana,173981,Cheilosia,34680,Syrphidae
2213136,Cheilosia posjetica,173981,Cheilosia,34680,Syrphidae
273429,Cheilosia scutellata,173981,Cheilosia,34680,Syrphidae
1650729,Cheilosia paralobi,173981,Cheilosia,34680,Syrphidae
273440,Cheilosia sibirica,173981,Cheilosia,34680,Syrphidae
2509430,Cheilosia plutonia,173981,Cheilosia,34680,Syrphidae
224249,Chrysogaster solstitialis,224248,Chrysogaster,34680,Syrphidae
2680273,Copestylum avidum,511142,Copestylum,34680,Syrphidae
1616942,Copestylum caudatum,511142,Copestylum,34680,Syrphidae
511143,Copestylum aff. vagum XM-2008,511142,Copestylum,34680,Syrphidae
994474,Ornidia obesa,994473,Ornidia,34680,Syrphidae
226150,Volucella pellucens,226148,Volucella,34680,Syrphidae
226151,Volucella inanis,226148,Volucella,34680,Syrphidae
226149,Volucella inflata,226148,Volucella,34680,Syrphidae
2929901,Mallota florea,535942,Mallota,34680,Syrphidae
2659707,Mallota sp. BOLD:AAO2065,535942,Mallota,34680,Syrphidae
198635,Eristalis tenax,198633,Eristalis,34680,Syrphidae
1124515,Eristalis arbustorum,198633,Eristalis,34680,Syrphidae
1136755,Merodon planifacies,224226,Merodon,34680,Syrphidae
1137836,Merodon neolydicus,224226,Merodon,34680,Syrphidae
1136751,Merodon fulcratus,224226,Merodon,34680,Syrphidae
554371,Merodon clunipes,224226,Merodon,34680,Syrphidae
1798854,Merodon moenium,224226,Merodon,34680,Syrphidae
2699369,Merodon aff. natans D367,224226,Merodon,34680,Syrphidae
913996,Merodon pulveris,224226,Merodon,34680,Syrphidae
1136756,Merodon trochantericus,224226,Merodon,34680,Syrphidae
2219267,Merodon dobrogensis,224226,Merodon,34680,Syrphidae
372506,Merodon ottomanus,224226,Merodon,34680,Syrphidae
1136752,Merodon italicus,224226,Merodon,34680,Syrphidae
2291610,Eumerus aff. rubiginosus GUN8,224220,Eumerus,34680,Syrphidae
2213139,Eumerus erythrocerus,224220,Eumerus,34680,Syrphidae
224221,Eumerus flavitarsis,224220,Eumerus,34680,Syrphidae
1678120,Eumerus pusillus,224220,Eumerus,34680,Syrphidae
1678119,Eumerus pulchellus,224220,Eumerus,34680,Syrphidae
2929951,Neoascia sp. CNC 395945,224222,Neoascia,34680,Syrphidae
2651059,Neoascia guttata,224222,Neoascia,34680,Syrphidae
224223,Neoascia tenur,224222,Neoascia,34680,Syrphidae
1649314,Melangyna collatus,414825,Melangyna,34680,Syrphidae
414826,Melangyna lasiophthalma,414825,Melangyna,34680,Syrphidae
2929902,Melangyna dichoptica,414825,Melangyna,34680,Syrphidae
1124511,Epistrophe eligans,414810,Epistrophe,34680,Syrphidae
414811,Epistrophe melanostoma,414810,Epistrophe,34680,Syrphidae
414812,Epistrophe nitidicollis,414810,Epistrophe,34680,Syrphidae
2550144,Eriozona sp. BBDEC026-09,414724,Eriozona,34680,Syrphidae
2328438,Eriozona sp. BBDCP998-10,414724,Eriozona,34680,Syrphidae
414731,Eriozona syrphoides,414724,Eriozona,34680,Syrphidae
1655253,Ocyptamus bromleyi,369855,Ocyptamus,34680,Syrphidae
500403,Ocyptamus norina,369855,Ocyptamus,34680,Syrphidae
1655244,Ocyptamus macropyga,369855,Ocyptamus,34680,Syrphidae
500346,Ocyptamus sp. CR-41b,369855,Ocyptamus,34680,Syrphidae
1100076,Ocyptamus sp. XM-2011,369855,Ocyptamus,34680,Syrphidae
1100075,Ocyptamus peruvianus,369855,Ocyptamus,34680,Syrphidae
1655245,Ocyptamus rubricosus,369855,Ocyptamus,34680,Syrphidae
1655299,Ocyptamus (Hybobathus) aff. arx GFGM-2015,369855,Ocyptamus,34680,Syrphidae
1655260,Ocyptamus obliquus,369855,Ocyptamus,34680,Syrphidae
414836,Ocyptamus funebris,369855,Ocyptamus,34680,Syrphidae
1655272,Ocyptamus cf. chapadensis GFGM-2015,369855,Ocyptamus,34680,Syrphidae
1655264,Ocyptamus vierecki,369855,Ocyptamus,34680,Syrphidae
1655259,Ocyptamus luctuosus,369855,Ocyptamus,34680,Syrphidae
2022574,Scaeva mecogramma,219538,Scaeva,34680,Syrphidae
1124542,Scaeva komabensis,219538,Scaeva,34680,Syrphidae
219539,Scaeva pyrastri,219538,Scaeva,34680,Syrphidae
290405,Scaeva selenitica,219538,Scaeva,34680,Syrphidae
2010919,Xanthogramma sp. 1 LS-2017,414873,Xanthogramma,34680,Syrphidae
2010920,Xanthogramma sp. 2 LS-2017,414873,Xanthogramma,34680,Syrphidae
1352497,Sphaerophoria asymmetrica,226179,Sphaerophoria,34680,Syrphidae
2735242,Sphaerophoria shirchan,226179,Sphaerophoria,34680,Syrphidae
2735240,Sphaerophoria quadrituberculata,226179,Sphaerophoria,34680,Syrphidae
2735236,Sphaerophoria beattiei,226179,Sphaerophoria,34680,Syrphidae
2735249,Sphaerophoria sp. ZFMK D225,226179,Sphaerophoria,34680,Syrphidae
1124555,Sphaerophoria novaeangliae,226179,Sphaerophoria,34680,Syrphidae
224256,Syrphus vitripennis,224255,Syrphus,34680,Syrphidae
2022582,Eupeodes rojasi,290403,Eupeodes,34680,Syrphidae
414740,Eupeodes fumipennis,290403,Eupeodes,34680,Syrphidae
414742,Eupeodes lucasi,290403,Eupeodes,34680,Syrphidae
221790,Paragus haemorrhous,115308,Paragus,34680,Syrphidae
221793,Paragus bicolor,115308,Paragus,34680,Syrphidae
264236,Paragus pecchiolii,115308,Paragus,34680,Syrphidae
1649316,Paragus crenulatus,115308,Paragus,34680,Syrphidae
1451076,Paragus caligneus,115308,Paragus,34680,Syrphidae
511125,Pipiza quadrimaculata,221788,Pipiza,34680,Syrphidae
511147,Pipiza sp. 1 XM-2008,221788,Pipiza,34680,Syrphidae
221789,Pipiza sp. GKS-2002,221788,Pipiza,34680,Syrphidae
1352491,Pipiza femoralis,221788,Pipiza,34680,Syrphidae
1162231,Pipiza noctiluca,221788,Pipiza,34680,Syrphidae
1162237,Pipiza austriaca,221788,Pipiza,34680,Syrphidae
1162232,Pipiza accola,221788,Pipiza,34680,Syrphidae
115329,Toxomerus marginatus,115327,Toxomerus,34680,Syrphidae
1812165,Toxomerus basalis,115327,Toxomerus,34680,Syrphidae
497903,Toxomerus politus,115327,Toxomerus,34680,Syrphidae
414868,Toxomerus virgulatus,115327,Toxomerus,34680,Syrphidae
497902,Toxomerus mutuus,115327,Toxomerus,34680,Syrphidae
497901,Toxomerus flaviplurus,115327,Toxomerus,34680,Syrphidae
537347,Chalarus brevicaudis,115250,Chalarus,43835,Pipunculidae
394629,Chalarus sp. JHS-2006,115250,Chalarus,43835,Pipunculidae
537343,Chalarus spurius,115250,Chalarus,43835,Pipunculidae
537346,Chalarus longicaudis,115250,Chalarus,43835,Pipunculidae
537344,Chalarus decorus,115250,Chalarus,43835,Pipunculidae
2863766,Chalarus sp. CNC Diptera 21560,115250,Chalarus,43835,Pipunculidae
537352,Chalarus indistinctus,115250,Chalarus,43835,Pipunculidae
115334,Verrallia virginica,115333,Verrallia,43835,Pipunculidae
564940,Verrallia spectabilis,115333,Verrallia,43835,Pipunculidae
537336,Verrallia aucta,115333,Verrallia,43835,Pipunculidae
2863756,Nephrocerus woodi,115303,Nephrocerus,43835,Pipunculidae
566305,Nephrocerus scutellatus,115303,Nephrocerus,43835,Pipunculidae
2863755,Nephrocerus acanthostylus,115303,Nephrocerus,43835,Pipunculidae
1255202,Nephrocerus lapponicus,115303,Nephrocerus,43835,Pipunculidae
394656,Nephrocerus sp. JHS-2006,115303,Nephrocerus,43835,Pipunculidae
115304,Nephrocerus daeckei,115303,Nephrocerus,43835,Pipunculidae
1822550,Pipunculus torus,240898,Pipunculus,43835,Pipunculidae
2863744,Pipunculus lenis,240898,Pipunculus,43835,Pipunculidae
2863761,Pipunculus elegantulus,240898,Pipunculus,43835,Pipunculidae
2863736,Pipunculus apicarinus,240898,Pipunculus,43835,Pipunculidae
2863739,Pipunculus zugmayeriae,240898,Pipunculus,43835,Pipunculidae
2863746,Pipunculus campestris,240898,Pipunculus,43835,Pipunculidae
305562,Braula coeca,305561,Braula,305557,Braulidae
1262323,Procanace dianneae,1262322,Procanace,1262362,Canacidae
2881636,Calamoncosis aprica,540852,Calamoncosis,29032,Chloropidae
2203727,Calamoncosis munda,540852,Calamoncosis,29032,Chloropidae
2882226,Lipara pullitarsis,540870,Lipara,29032,Chloropidae
1638326,Incertella incerta,540867,Incertella,29032,Chloropidae
1887991,Incertella minor,540867,Incertella,29032,Chloropidae
2659329,Hippelates sp. BOLD:AAH4173,540866,Hippelates,29032,Chloropidae
2339913,Hippelates nobilis,540866,Hippelates,29032,Chloropidae
2328997,Gaurax sp. BBDED847-10,540862,Gaurax,29032,Chloropidae
1695105,Gaurax sp. TAW3,540862,Gaurax,29032,Chloropidae
1890584,Gaurax dorsalis,540862,Gaurax,29032,Chloropidae
1692369,Elachiptera decipiens,540858,Elachiptera,29032,Chloropidae
2725507,Elachiptera bimaculata,540858,Elachiptera,29032,Chloropidae
137501,Oscinella frit,29033,Oscinella,29032,Chloropidae
1473695,Tricimba melancholica,540889,Tricimba,29032,Chloropidae
1695107,Tricimba sp. TAW3,540889,Tricimba,29032,Chloropidae
2882987,Tricimba lineella,540889,Tricimba,29032,Chloropidae
2339818,Cetema elongatum,540891,Cetema,29032,Chloropidae
1822500,Cetema subvittata,540891,Cetema,29032,Chloropidae
1992568,Pachylophus sp. BIOUG15342-E09,1990794,Pachylophus,29032,Chloropidae
1990795,Pachylophus sp. BIOUG15342-D03,1990794,Pachylophus,29032,Chloropidae
1998523,Pachylophus sp. BIOUG17833-F03,1990794,Pachylophus,29032,Chloropidae
1616779,Cryptonevra flavitarsis,1616778,Cryptonevra,29032,Chloropidae
2328407,Epichlorops sp. BBDIP369-09,540897,Epichlorops,29032,Chloropidae
2328406,Epichlorops sp. BBDIP368-09,540897,Epichlorops,29032,Chloropidae
2328405,Epichlorops sp. BBDIP366-09,540897,Epichlorops,29032,Chloropidae
1046848,Chlorops oryzae,540892,Chlorops,29032,Chloropidae
1887130,Thaumatomyia sp. BOLD-2016,333800,Thaumatomyia,29032,Chloropidae
1086786,Thaumatomyia trifasciata,333800,Thaumatomyia,29032,Chloropidae
1262334,Cryptochetum sp. BMW-2012,1262333,Cryptochetum,1262357,Cryptochetidae
1720791,Leptometopa latipes,1720790,Leptometopa,305559,Milichiidae
1886926,Desmometopa sordida,305587,Desmometopa,305559,Milichiidae
2017637,Desmometopa m-nigrum,305587,Desmometopa,305559,Milichiidae
1890920,Milichiella arcuata,1890919,Milichiella,305559,Milichiidae
1720805,Pholeomyia indecora,1720804,Pholeomyia,305559,Milichiidae
198644,Physocephala sagittaria,198643,Physocephala,115263,Conopidae
768771,Physocephala marginata,198643,Physocephala,115263,Conopidae
1219161,Physocephala tibialis,198643,Physocephala,115263,Conopidae
2892104,Sicus sp. MZH HP.191,1219203,Sicus,115263,Conopidae
1219204,Sicus ferrugineus,1219203,Sicus,115263,Conopidae
1890882,Thecophora sp. BOLD-2016,305546,Thecophora,115263,Conopidae
768772,Thecophora occidensis,305546,Thecophora,115263,Conopidae
1219171,Thecophora atra,305546,Thecophora,115263,Conopidae
1219172,Thecophora australiana,305546,Thecophora,115263,Conopidae
1219174,Thecophora modesta,305546,Thecophora,115263,Conopidae
2661495,Zodion sp. BOLD:AAN5640,768804,Zodion,115263,Conopidae
1219176,Zodion intermedium,768804,Zodion,115263,Conopidae
768805,Zodion cinereum,768804,Zodion,115263,Conopidae
768806,Zodion fulvifrons,768804,Zodion,115263,Conopidae
